state,total_medicaid_enrollees,total_viii_group_enrollees,total_viii_group_newly_eligible_enrollees,total_viii_group_not_newly_eligible_enrollees,updated_year,updated_month,enrollment_year,enrollment_month,location,notes
Alaska,125747,"","","",2017,7,2015,1,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Idaho,319976,"","","",2018,8,2017,6,"Idaho
(44.389073, -114.659366)",""
New York,6120209,1623702,237559,1386143,2017,7,2015,2,"New York
(42.921241, -75.59655)",""
Puerto Rico,1269505,375916,"",375916,2018,8,2017,4,"Puerto Rico
(18.215692, -66.414655)",""
North Dakota,93019,20893,19828,1065,2019,12,2018,1,"North Dakota
(47.446305, -100.46931)",""
Puerto Rico,1776692,576809,"",576809,2016,12,2014,7,"Puerto Rico
(18.215692, -66.414655)",""
Arkansas,853244,256553,208498,48055,2016,12,2014,9,"Arkansas
(34.899825, -92.439162)",""
District of Columbia,242601,122170,76491,45679,2017,9,2016,9,"District of Columbia
(38.904785, -77.016275)",""
California,13309395,1339318,1339318,0,2016,12,2014,2,"California
(37.211164, -119.662127)",""
North Carolina,2142244,"","","",2019,12,2017,12,"North Carolina
(35.52603, -79.130883)",""
South Carolina,1261850,"","","",2018,8,2016,10,"South Carolina
(33.878572, -80.864614)",""
Oregon,956498,453821,378452,75369,2018,8,2017,9,"Oregon
(43.940449, -120.605279)",""
Massachusetts,1805041,384390,0,384390,2017,7,2015,12,"Massachusetts
(42.151077, -71.481104)",""
Delaware,209855,61481,10438,51043,2018,8,2017,7,"Delaware
(38.994926, -75.452394)",""
Missouri,983572,"","","",2017,9,2016,9,"Missouri
(38.3675, -92.477244)",""
South Carolina,1167074,"","","",2017,7,2015,11,"South Carolina
(33.878572, -80.864614)",""
Maryland,1210887,302777,302777,0,2018,8,2017,4,"Maryland
(38.946466, -76.687282)",""
Missouri,834854,"","","",2016,12,2014,11,"Missouri
(38.3675, -92.477244)",""
American Samoa,40517,"","","",2017,7,2015,12,"",""
Virginia,931238,"","","",2016,12,2014,11,"Virginia
(37.510861, -78.666382)",""
North Dakota,86930,18505,17970,535,2017,7,2015,3,"North Dakota
(47.446305, -100.46931)",Awaiting state reporting/enrollment reasonableness review in progress
Virgin Islands,24229,3887,"",3887,2017,9,2016,3,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Alabama,1016227,"","","",2018,8,2017,5,"Alabama
(32.756889, -86.844516)",""
District of Columbia,249170,60075,60075,0,2017,7,2015,5,"District of Columbia
(38.904785, -77.016275)",""
North Carolina,1954661,"","","",2017,7,2015,1,"North Carolina
(35.52603, -79.130883)",""
Colorado,1194129,339944,338313,1631,2017,7,2015,2,"Colorado
(38.998552, -105.547832)",""
California,13876665,2806541,2806541,0,2017,7,2015,3,"California
(37.211164, -119.662127)",""
Tennessee,1368261,"","","",2016,12,2014,3,"Tennessee
(35.842998, -86.343226)",""
Virginia,910819,"","","",2016,12,2014,7,"Virginia
(37.510861, -78.666382)",""
Arizona,1928983,429852,112822,317030,2019,12,2017,12,"Arizona
(34.293239, -111.664616)",""
South Dakota,108051,"","","",2017,9,2016,9,"South Dakota
(44.43614, -100.230491)",""
Iowa,585978,146310,135963,10347,2017,7,2015,12,"Iowa
(42.074659, -93.500061)",""
North Dakota,86944,19417,18829,588,2017,7,2015,11,"North Dakota
(47.446305, -100.46931)",Awaiting state reporting/enrollment reasonableness review in progress
West Virginia,557146,177352,177352,0,2018,8,2017,3,"West Virginia
(38.642579, -80.613729)",""
Maine,268884,"","","",2017,9,2016,4,"Maine
(45.117911, -69.06137)",""
Missouri,969209,"","","",2017,9,2016,2,"Missouri
(38.3675, -92.477244)",""
Washington,1793108,574406,561502,12904,2019,12,2017,10,"Washington
(47.411715, -120.592492)",""
Kentucky,1345038,478066,478066,0,2018,8,2017,8,"Kentucky
(37.526683, -85.290484)",""
Illinois,2903904,679330,645395,33935,2017,9,2016,9,"Illinois
(40.124144, -89.148632)",""
Florida,3931883,"","","",2019,12,2018,4,"Florida
(28.260731, -82.420978)",""
Connecticut,816680,181371,163440,17931,2017,7,2015,5,"Connecticut
(41.575155, -72.738288)",""
Alaska,117862,"","","",2016,12,2014,7,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
South Dakota,109090,"","","",2017,7,2015,9,"South Dakota
(44.43614, -100.230491)",""
Missouri,988818,"","","",2018,8,2016,11,"Missouri
(38.3675, -92.477244)",""
New Mexico,881085,257598,257598,0,2018,8,2017,8,"New Mexico
(34.421369, -106.108388)",""
Illinois,2905239,700300,662105,38195,2018,8,2017,2,"Illinois
(40.124144, -89.148632)",""
Iowa,590695,149316,138485,10831,2017,9,2016,2,"Iowa
(42.074659, -93.500061)",""
Arkansas,926918,252501,229604,22897,2017,7,2015,7,"Arkansas
(34.899825, -92.439162)",""
Kansas,377503,"","","",2017,7,2015,8,"Kansas
(38.484729, -98.38018)",""
North Dakota,86773,18575,17971,604,2017,7,2015,5,"North Dakota
(47.446305, -100.46931)",""
Amer. Samoa,27898,"","","",2019,12,2018,1,"",""
New Jersey,1690483,558743,558743,0,2019,12,2017,10,"New Jersey
(40.110253, -74.655514)",""
Virginia,1025032,"","","",2018,8,2017,6,"Virginia
(37.510861, -78.666382)",""
Virgin Islands,16006,"","","",2016,12,2014,10,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Michigan,2124871,410025,381379,28646,2016,12,2014,9,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Georgia,1673416,"","","",2016,12,2014,3,"Georgia
(32.638481, -83.426574)",""
Maine,256843,0,0,0,2019,12,2017,12,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Ohio,3125387,707594,648967,58627,2017,9,2016,4,"Ohio
(40.415534, -82.70936)",""
Virginia,1028055,"","","",2018,8,2017,7,"Virginia
(37.510861, -78.666382)",""
Kentucky,1314991,461256,461256,0,2018,8,2016,10,"Kentucky
(37.526683, -85.290484)",""
Louisiana,1636833,466633,466633,0,2019,12,2017,12,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Alaska,130021,"","","",2017,7,2015,4,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Washington,1638483,467976,452144,15832,2016,12,2014,10,"Washington
(47.411715, -120.592492)",""
Georgia,1860143,"","","",2017,9,2016,8,"Georgia
(32.638481, -83.426574)",""
Alabama,1017469,"","","",2019,12,2017,12,"Alabama
(32.756889, -86.844516)",""
West Virginia,527194,154292,154292,0,2016,12,2014,12,"West Virginia
(38.642579, -80.613729)",""
Oklahoma,753459,"","","",2017,7,2015,3,"Oklahoma
(35.583449, -97.508297)",""
American Samoa,41214,"","","",2018,8,2016,10,"",""
Colorado,1308021,416433,414352,2081,2017,9,2016,1,"Colorado
(38.998552, -105.547832)",""
Alabama,1022959,"","","",2019,12,2018,3,"Alabama
(32.756889, -86.844516)",""
North Carolina,2093828,"","","",2018,8,2017,3,"North Carolina
(35.52603, -79.130883)",""
Massachusetts,1797341,376511,0,376511,2018,8,2017,7,"Massachusetts
(42.151077, -71.481104)",""
Vermont,204282,58790,"",58790,2017,7,2015,8,"Vermont
(44.075252, -72.662695)",""
West Virginia,565524,179972,179972,"",2017,9,2016,3,"West Virginia
(38.642579, -80.613729)",""
Arizona,1538268,246222,33439,212783,2016,12,2014,4,"Arizona
(34.293239, -111.664616)",""
Alabama,997545,"","","",2016,12,2014,1,"Alabama
(32.756889, -86.844516)",""
Wisconsin,1193394,"","","",2017,7,2015,9,"Wisconsin
(44.639954, -89.732969)",""
Nebraska,233963,"","","",2017,7,2015,10,"Nebraska
(41.527099, -99.810595)",""
New Mexico,905351,265852,265852,0,2018,8,2017,1,"New Mexico
(34.421369, -106.108388)",""
Delaware,209273,61353,10370,50983,2018,8,2017,9,"Delaware
(38.994926, -75.452394)",""
New Mexico,840108,235425,235425,0,2017,7,2015,12,"New Mexico
(34.421369, -106.108388)",""
Arkansas,880172,299806,289252,10554,2017,9,2016,6,"Arkansas
(34.899825, -92.439162)",""
Delaware,200131,56879,8193,48686,2016,12,2014,8,"Delaware
(38.994926, -75.452394)",""
Georgia,1836674,"","","",2017,7,2015,4,"Georgia
(32.638481, -83.426574)",""
Maryland,1167236,280955,280955,0,2018,8,2016,10,"Maryland
(38.946466, -76.687282)",""
Texas,4326704,"","","",2019,12,2018,1,"Texas
(31.447238, -99.317341)",""
Michigan,2317216,636668,592377,44291,2017,9,2016,2,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Wisconsin,1172221,"","","",2016,12,2014,1,"Wisconsin
(44.639954, -89.732969)",""
Illinois,2928304,681058,650129,30929,2017,9,2016,5,"Illinois
(40.124144, -89.148632)",""
Michigan,2277163,588417,550595,37822,2017,7,2015,6,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Rhode Island,233589,27930,27930,0,2016,12,2014,2,"Rhode Island
(41.572574, -71.534637)",""
Guam,35751,3729,"",3729,2018,8,2017,6,"Guam
(13.3532, 144.653198)",""
Kentucky,1209927,382372,382372,0,2016,12,2014,11,"Kentucky
(37.526683, -85.290484)",""
New York,6317220,2070815,285564,1785251,2017,7,2015,12,"New York
(42.921241, -75.59655)",""
Utah,336235,"","","",2017,9,2016,4,"Utah
(39.323779, -111.678222)",""
Nevada,525968,163252,163252,0,2017,7,2015,6,"Nevada
(39.283294, -114.916992)",""
Iowa,541226,102534,98966,3568,2016,12,2014,5,"Iowa
(42.074659, -93.500061)",""
Ohio,3029613,567496,520890,46606,2017,7,2015,2,"Ohio
(40.415534, -82.70936)",""
Washington,1818645,597229,582523,14706,2017,9,2016,7,"Washington
(47.411715, -120.592492)",""
Virgin Islands,24241,3469,"",3469,2017,9,2016,1,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Montana,130900,"","","",2017,7,2015,4,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Kansas,367766,"","","",2016,12,2014,8,"Kansas
(38.484729, -98.38018)",""
California,13322528,3127900,3127900,0,2017,7,2015,8,"California
(37.211164, -119.662127)",Awaiting state reporting/enrollment reasonableness review in progress
Amer. Samoa,27898,"","","",2019,12,2017,11,"",""
South Dakota,105769,"","","",2019,12,2018,4,"South Dakota
(44.43614, -100.230491)",""
Wisconsin,1200151,"","","",2016,12,2014,6,"Wisconsin
(44.639954, -89.732969)",""
Georgia,1835385,"","","",2018,8,2016,10,"Georgia
(32.638481, -83.426574)",""
South Carolina,1053784,"","","",2016,12,2014,3,"South Carolina
(33.878572, -80.864614)",""
Arkansas,891368,290780,279649,11131,2017,9,2016,4,"Arkansas
(34.899825, -92.439162)",""
South Carolina,1234824,"","","",2019,12,2018,6,"South Carolina
(33.878572, -80.864614)",""
Texas,4331903,"","","",2018,8,2017,9,"Texas
(31.447238, -99.317341)",""
Kansas,374385,"","","",2019,12,2018,1,"Kansas
(38.484729, -98.38018)",""
Montana,150216,"","","",2016,12,2014,5,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
California,11845338,3778179,3778179,0,2018,8,2017,2,"California
(37.211164, -119.662127)",""
South Dakota,107776,"","","",2018,8,2016,12,"South Dakota
(44.43614, -100.230491)",""
North Dakota,93315,21413,20414,999,2017,9,2016,5,"North Dakota
(47.446305, -100.46931)",Awaiting state reporting/enrollment reasonableness review in progress
South Dakota,108507,"","","",2016,12,2014,6,"South Dakota
(44.43614, -100.230491)",""
Iowa,594879,149143,138343,10800,2017,9,2016,8,"Iowa
(42.074659, -93.500061)",""
N. Mariana Islands,17000,"","","",2016,12,2014,8,"",""
Mississippi,712507,"","","",2018,8,2017,5,"Mississippi
(32.713378, -89.65344)",""
Hawaii,330837,113255,21074,92181,2017,9,2016,8,"Hawaii
(21.361013, -157.854309)",""
North Carolina,2042947,"","","",2017,9,2016,3,"North Carolina
(35.52603, -79.130883)",""
Nebraska,233229,"","","",2016,12,2014,2,"Nebraska
(41.527099, -99.810595)",""
Missouri,964163,"","","",2019,12,2018,5,"Missouri
(38.3675, -92.477244)",""
Illinois,2933035,457523,456301,1222,2016,12,2014,6,"Illinois
(40.124144, -89.148632)",""
North Carolina,2004104,"","","",2017,7,2015,12,"North Carolina
(35.52603, -79.130883)",""
New Jersey,1706351,566878,566878,0,2018,8,2016,11,"New Jersey
(40.110253, -74.655514)",""
Arkansas,871098,209868,185567,24301,2016,12,2014,2,"Arkansas
(34.899825, -92.439162)",""
Kansas,407918,"","","",2017,9,2016,9,"Kansas
(38.484729, -98.38018)",""
Maryland,1156987,273965,273965,"",2017,9,2016,8,"Maryland
(38.946466, -76.687282)",""
Vermont,178890,58948,0,58948,2019,12,2018,3,"Vermont
(44.075252, -72.662695)",""
Alaska,184965,36978,36870,108,2018,8,2017,7,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Tennessee,1584490,"","","",2018,8,2017,9,"Tennessee
(35.842998, -86.343226)",""
Totals,75909607,13472262,10068588,3403674,2017,7,2015,8,"",""
Florida,3878380,"","","",2016,12,2014,5,"Florida
(28.260731, -82.420978)",""
Rhode Island,275375,56277,56277,0,2017,7,2015,10,"Rhode Island
(41.572574, -71.534637)",""
Guam,35059,3345,"",3345,2017,9,2016,9,"Guam
(13.3532, 144.653198)",""
Maine,300720,"","","",2016,12,2014,1,"Maine
(45.117911, -69.06137)",""
New Mexico,859338,257150,257150,0,2019,12,2018,2,"New Mexico
(34.421369, -106.108388)",""
New York,6108223,3470259,522367,2947892,2018,8,2017,8,"New York
(42.921241, -75.59655)",""
Missouri,987840,"","","",2018,8,2016,12,"Missouri
(38.3675, -92.477244)",""
Wyoming,62255,"","","",2018,8,2017,3,"Wyoming
(42.999627, -107.55145)",""
Iowa,595750,151354,139891,11463,2018,8,2017,4,"Iowa
(42.074659, -93.500061)",""
American Samoa,36726,"","","",2016,12,2014,4,"",""
American Samoa,40517,"","","",2017,9,2016,3,"",""
Guam,36260,3995,"",3995,2019,12,2018,4,"Guam
(13.3532, 144.653198)",""
Wyoming,62324,"","","",2018,8,2017,4,"Wyoming
(42.999627, -107.55145)",""
Connecticut,836716,193209,180737,12472,2017,9,2016,1,"Connecticut
(41.575155, -72.738288)",""
Pennsylvania,2077675,"","","",2016,12,2014,9,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Arkansas,914169,253001,230046,22955,2017,7,2015,5,"Arkansas
(34.899825, -92.439162)",""
Maine,256109,0,0,0,2019,12,2017,11,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
New Hampshire,203100,54848,54622,226,2018,8,2016,11,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Ohio,2854368,437833,404512,33321,2016,12,2014,9,"Ohio
(40.415534, -82.70936)",""
Idaho,276009,"","","",2016,12,2014,3,"Idaho
(44.389073, -114.659366)",""
Kentucky,1281313,443292,443292,"",2017,9,2016,2,"Kentucky
(37.526683, -85.290484)",""
New Jersey,1692561,552000,552000,0,2017,7,2015,11,"New Jersey
(40.110253, -74.655514)",""
Nevada,524277,166590,166590,0,2017,7,2015,2,"Nevada
(39.283294, -114.916992)",""
Mississippi,726473,"","","",2017,9,2016,6,"Mississippi
(32.713378, -89.65344)",""
North Dakota,93182,20818,19747,1071,2019,12,2018,2,"North Dakota
(47.446305, -100.46931)",""
New Mexico,905184,266864,266864,0,2018,8,2017,5,"New Mexico
(34.421369, -106.108388)",""
Utah,332287,"","","",2017,9,2016,7,"Utah
(39.323779, -111.678222)",""
North Carolina,2085729,"","","",2018,8,2016,12,"North Carolina
(35.52603, -79.130883)",""
Alabama,1044093,"","","",2017,7,2015,2,"Alabama
(32.756889, -86.844516)",""
New Hampshire,204315,56885,56662,223,2018,8,2017,2,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Ohio,3053406,713523,656058,57465,2017,9,2016,8,"Ohio
(40.415534, -82.70936)",""
South Carolina,1078743,"","","",2016,12,2014,4,"South Carolina
(33.878572, -80.864614)",""
Indiana,1271823,371378,226789,144589,2017,9,2016,2,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Virgin Islands,23649,4002,"",4002,2018,8,2017,1,"Virgin Islands
(18.060868, -64.840836)","Virgin Islands expanded its Mediciad program by adopting the VIII Group on June 1, 2015."
Texas,4319287,"","","",2016,12,2014,11,"Texas
(31.447238, -99.317341)",""
Florida,4031259,"","","",2017,9,2016,1,"Florida
(28.260731, -82.420978)",""
Kentucky,1333466,470924,470924,0,2019,12,2018,5,"Kentucky
(37.526683, -85.290484)",""
Florida,3920993,"","","",2016,12,2014,8,"Florida
(28.260731, -82.420978)",""
Kansas,408145,"","","",2018,8,2016,10,"Kansas
(38.484729, -98.38018)",""
Colorado,1298809,410725,408481,2244,2019,12,2018,2,"Colorado
(38.998552, -105.547832)",""
California,13366263,3058742,3058742,0,2017,7,2015,7,"California
(37.211164, -119.662127)",Awaiting state reporting/enrollment reasonableness review in progress
Iowa,583033,142742,133158,9584,2017,7,2015,8,"Iowa
(42.074659, -93.500061)",""
Washington,1783138,579950,566816,13134,2019,12,2018,3,"Washington
(47.411715, -120.592492)",""
Minnesota,1169698,190523,189798,725,2017,9,2016,5,"Minnesota
(46.349153, -94.198308)",""
Virgin Islands,14310,"","","",2016,12,2014,6,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
North Carolina,2076727,"","","",2018,8,2017,8,"North Carolina
(35.52603, -79.130883)",""
Arizona,1662928,310592,44856,265736,2016,12,2014,7,"Arizona
(34.293239, -111.664616)",""
Minnesota,1170762,202227,201461,766,2018,8,2017,4,"Minnesota
(46.349153, -94.198308)",""
Florida,4003838,"","","",2019,12,2017,11,"Florida
(28.260731, -82.420978)",""
Kansas,367470,"","","",2017,9,2016,1,"Kansas
(38.484729, -98.38018)",""
Colorado,1360760,448653,446287,2366,2018,8,2017,7,"Colorado
(38.998552, -105.547832)",""
Kentucky,1334816,472782,472782,0,2018,8,2017,4,"Kentucky
(37.526683, -85.290484)",""
N. Mariana Islands,17000,"","","",2016,12,2014,11,"",""
North Dakota,87269,19517,18887,630,2017,7,2015,12,"North Dakota
(47.446305, -100.46931)",Awaiting state reporting/enrollment reasonableness review in progress
California,13872494,1852956,1852956,0,2016,12,2014,4,"California
(37.211164, -119.662127)",""
Massachusetts,1981413,343836,0,343836,2016,12,2014,12,"Massachusetts
(42.151077, -71.481104)",""
Connecticut,810081,159243,150782,8461,2016,12,2014,5,"Connecticut
(41.575155, -72.738288)",""
N. Mariana Islands,1473,"","","",2019,12,2018,3,"",""
Guam,35209,3223,"",3223,2017,9,2016,6,"Guam
(13.3532, 144.653198)",""
Washington,1621809,455777,440354,15423,2016,12,2014,9,"Washington
(47.411715, -120.592492)",""
Oklahoma,699065,"","","",2017,7,2015,8,"Oklahoma
(35.583449, -97.508297)",""
Illinois,3011535,662952,646897,16055,2017,7,2015,3,"Illinois
(40.124144, -89.148632)",""
Maine,263764,"","","",2017,9,2016,9,"Maine
(45.117911, -69.06137)",""
Totals,75091112,14950167,11567039,3383128,2017,9,2016,9,"",""
Arkansas,959368,312412,304994,7418,2018,8,2017,2,"Arkansas
(34.899825, -92.439162)",""
Kentucky,997084,197850,197850,0,2016,12,2014,2,"Kentucky
(37.526683, -85.290484)",""
Illinois,2930036,435536,434675,861,2016,12,2014,5,"Illinois
(40.124144, -89.148632)",""
Louisiana,1571862,324122,324122,"",2017,9,2016,9,"Louisiana
(30.921314, -91.840238)","Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Oregon,965406,459175,386416,72759,2019,12,2018,4,"Oregon
(43.940449, -120.605279)",""
Rhode Island,289089,63233,63233,0,2018,8,2016,11,"Rhode Island
(41.572574, -71.534637)",""
